time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2025-05-22 09:30:00-04:00,SMACrossoverStrategy,e6c398e077c14e57971339e72ead6def,AAPL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-05-22 09:30:00-04:00,SMACrossoverStrategy,e6c398e077c14e57971339e72ead6def,AAPL,sell,market,fill,1,gtc,0.0,1,stock,200.7100067138672,275.0,0.0
2025-05-29 09:30:00-04:00,SMACrossoverStrategy,7f5ec5950cc9483484498d5c4a2b1104,MSFT,sell,market,new,1,gtc,0.0,1,stock,,,
2025-05-29 09:30:00-04:00,SMACrossoverStrategy,7f5ec5950cc9483484498d5c4a2b1104,MSFT,sell,market,fill,1,gtc,0.0,1,stock,461.54998779296875,3.0,0.0
2025-05-29 09:31:00-04:00,SMACrossoverStrategy,94ce531a0bc745ab82efd89d8dabe16c,MSFT,buy,market,new,1,gtc,0.0,1,stock,,,
2025-05-29 09:31:00-04:00,SMACrossoverStrategy,94ce531a0bc745ab82efd89d8dabe16c,MSFT,buy,market,fill,1,gtc,0.0,1,stock,461.54998779296875,123.0,0.0
2025-06-05 09:30:00-04:00,SMACrossoverStrategy,a52f425015a04bc789655601adffc536,GOOGL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-06-05 09:30:00-04:00,SMACrossoverStrategy,a52f425015a04bc789655601adffc536,GOOGL,sell,market,fill,1,gtc,0.0,1,stock,170.33999633789062,2.0,0.0
2025-08-12 09:30:00-04:00,SMACrossoverStrategy,6d71e2656d58425d8cfdea6e008a7bca,MSFT,sell,market,new,1,gtc,0.0,1,stock,,,
2025-08-12 09:30:00-04:00,SMACrossoverStrategy,6d71e2656d58425d8cfdea6e008a7bca,MSFT,sell,market,fill,1,gtc,0.0,1,stock,523.75,123.0,0.0
2025-08-12 09:31:00-04:00,SMACrossoverStrategy,1d55114a4b1b4801a119b5df6f3712a8,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-08-12 09:31:00-04:00,SMACrossoverStrategy,50414c427d3949f4ad23cfe058590be1,GOOGL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-08-12 09:31:00-04:00,SMACrossoverStrategy,1d55114a4b1b4801a119b5df6f3712a8,AAPL,buy,market,fill,1,gtc,0.0,1,stock,228.00999450683594,283.0,0.0
2025-08-12 09:31:00-04:00,SMACrossoverStrategy,50414c427d3949f4ad23cfe058590be1,GOOGL,buy,market,fill,1,gtc,0.0,1,stock,201.3699951171875,320.0,0.0
2025-08-22 09:30:00-04:00,SMACrossoverStrategy,7ea7a90faabb42f594069386ac1d3bd7,AAPL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-08-22 09:30:00-04:00,SMACrossoverStrategy,5c9b22d57c1844f9a916ae30704cdf4a,GOOGL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-08-22 09:30:00-04:00,SMACrossoverStrategy,7ea7a90faabb42f594069386ac1d3bd7,AAPL,sell,market,fill,1,gtc,0.0,1,stock,226.1699981689453,283.0,0.0
2025-08-22 09:30:00-04:00,SMACrossoverStrategy,5c9b22d57c1844f9a916ae30704cdf4a,GOOGL,sell,market,fill,1,gtc,0.0,1,stock,202.72999572753906,320.0,0.0
2025-08-27 09:30:00-04:00,SMACrossoverStrategy,18d0fe57931642d8898bc3380d26da0f,GOOGL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-08-27 09:30:00-04:00,SMACrossoverStrategy,18d0fe57931642d8898bc3380d26da0f,GOOGL,buy,market,fill,1,gtc,0.0,1,stock,205.6999969482422,311.0,0.0
2025-08-29 09:30:00-04:00,SMACrossoverStrategy,be38df737b7e47c283f71b13cf5002ec,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-08-29 09:30:00-04:00,SMACrossoverStrategy,be38df737b7e47c283f71b13cf5002ec,AAPL,buy,market,fill,1,gtc,0.0,1,stock,232.50999450683594,1.0,0.0
2025-09-03 09:30:00-04:00,SMACrossoverStrategy,31a9e35b71a6478598f974f66d0c3c40,AAPL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-09-03 09:30:00-04:00,SMACrossoverStrategy,31a9e35b71a6478598f974f66d0c3c40,AAPL,sell,market,fill,1,gtc,0.0,1,stock,237.2100067138672,1.0,0.0
2025-09-03 09:31:00-04:00,SMACrossoverStrategy,3e25b8ce07044ace8b85ee92fceec5a4,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-09-03 09:31:00-04:00,SMACrossoverStrategy,3e25b8ce07044ace8b85ee92fceec5a4,AAPL,buy,market,fill,1,gtc,0.0,1,stock,237.2100067138672,1.0,0.0
2025-09-10 09:30:00-04:00,SMACrossoverStrategy,0b717a1311f64a34bfdaf7cba7633d6a,AAPL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-09-10 09:30:00-04:00,SMACrossoverStrategy,0b717a1311f64a34bfdaf7cba7633d6a,AAPL,sell,market,fill,1,gtc,0.0,1,stock,232.19000244140625,1.0,0.0
2025-09-10 09:31:00-04:00,SMACrossoverStrategy,6e99e833093a4e84988ae2ad668aea3f,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-09-10 09:31:00-04:00,SMACrossoverStrategy,6e99e833093a4e84988ae2ad668aea3f,AAPL,buy,market,fill,1,gtc,0.0,1,stock,232.19000244140625,2.0,0.0
2025-09-12 09:30:00-04:00,SMACrossoverStrategy,14f4e8a9f9444f7483607f01033bb110,AAPL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-09-12 09:30:00-04:00,SMACrossoverStrategy,14f4e8a9f9444f7483607f01033bb110,AAPL,sell,market,fill,1,gtc,0.0,1,stock,229.22000122070312,2.0,0.0
